bedroom,net_sqm,distance_to_center_km,distance_to_metro_km,floor,age_of_house,price
5,79,19,7,19,13,78357
5,107,11,8,7,9,112617
1,85,16,9,5,6,67236
3,117,6,7,3,27,113365
4,180,24,5,2,42,174727
2,194,3,9,6,37,186712
5,45,19,8,14,39,51277
4,56,6,9,7,43,63675
3,138,8,8,2,24,140528
2,120,22,6,11,9,112654
2,41,13,4,3,42,21809
5,116,12,9,9,11,129890
1,105,10,9,8,35,86245
3,91,3,9,11,29,88340
5,131,4,3,18,8,146654
3,61,1,3,1,17,61465
1,150,13,6,15,7,138518
1,146,24,6,4,12,134140
5,106,4,6,4,48,106913
1,179,22,5,10,15,164471
4,108,11,5,11,29,119704
2,123,19,2,18,45,112227
5,142,11,7,15,24,159462
3,78,12,4,3,37,61926
4,52,11,3,7,14,53373
5,80,6,8,7,11,88967
1,96,12,4,17,35,90638
1,51,9,4,16,17,51870
1,52,10,8,16,27,46041
1,159,3,1,8,44,140184
3,136,3,9,3,3,137068
4,96,20,7,15,2,104093
2,79,23,2,1,4,59258
3,157,16,6,10,18,144096
3,119,3,8,2,20,113525
2,167,10,5,7,21,161874
2,74,24,6,14,14,57550
1,42,11,8,16,8,32792
3,159,8,6,15,2,163604
5,44,6,9,7,26,58353
2,50,20,9,13,19,32189
2,165,11,9,10,42,148520
4,110,21,6,9,28,99353
5,156,12,9,9,29,165544
5,177,16,3,6,5,182508
2,145,18,5,12,43,122847
1,155,13,2,14,28,141401
4,106,22,8,7,41,100507
5,70,3,4,8,48,77797
2,114,15,6,8,26,98061
5,110,22,6,8,5,108768
4,105,21,5,2,15,97584
4,109,14,1,14,46,96310
3,80,18,7,10,9,83544
2,199,14,8,18,32,178977
4,59,5,1,18,26,69468
3,192,21,7,18,37,188076
3,179,14,4,16,15,171889
5,78,8,6,5,41,78664
5,184,23,9,5,4,191677
3,84,15,5,10,36,77565
5,178,15,8,17,20,193336
4,109,19,5,13,27,108127
1,164,20,2,17,21,156966
4,190,6,4,18,22,192510
3,130,19,2,13,7,123041
3,109,8,7,17,47,100685
4,169,6,7,15,31,168239
5,123,20,3,12,17,125381
5,128,23,7,10,7,140139
3,118,15,1,13,19,121537
2,152,3,1,11,28,162881
5,132,10,9,3,10,137337
4,111,15,6,10,27,112404
5,88,24,5,11,13,81340
4,91,16,6,6,2,104308
3,72,17,6,1,22,59291
5,61,19,1,6,20,74981
4,153,11,5,5,43,145047
3,172,16,9,7,5,168445
2,57,5,4,12,6,63333
4,157,5,3,12,35,159966
2,156,14,1,7,1,146252
2,76,18,2,2,35,60253
1,103,8,3,1,3,101537
5,177,5,4,18,36,189668
4,118,7,7,12,7,134105
2,162,16,6,7,29,156602
1,83,23,8,19,15,71405
3,121,14,9,3,11,111854
4,126,5,6,10,18,141839
2,55,24,7,11,44,29798
5,93,9,4,5,4,110774
1,141,4,2,2,24,126896
2,137,4,9,8,11,140478
5,195,16,9,14,6,199676
2,41,24,4,8,18,20000
4,133,17,3,6,15,140937
4,180,15,6,1,3,182640
4,98,4,3,1,17,115823
1,108,6,1,8,33,98982
4,158,16,4,11,34,149104
5,131,4,1,18,30,141776
2,84,6,2,10,19,82809
3,187,5,3,12,9,186903
5,63,16,8,16,40,71739
5,130,16,4,5,44,123470
4,133,10,4,16,31,133340
1,97,9,9,12,27,76624
2,194,4,7,6,47,190151
1,193,14,2,5,25,182030
2,167,4,3,1,7,164745
2,46,12,4,19,48,33949
1,86,24,4,10,7,65334
5,92,10,8,14,20,109181
2,77,4,6,3,44,74989
1,92,18,3,6,49,68640
2,182,13,9,5,43,155443
3,193,13,8,17,36,178614
5,87,14,9,18,19,88056
4,134,18,5,12,2,135163
2,186,1,3,5,34,189685
3,176,21,4,9,17,174699
4,103,16,5,12,24,101524
4,132,15,9,9,9,137070
2,164,22,9,3,1,155972
1,78,5,3,1,42,56241
2,43,6,7,15,28,33426
3,165,6,6,10,15,179108
4,42,3,4,14,21,58963
2,103,16,5,7,15,98184
1,68,12,2,4,23,66140
2,155,4,7,5,2,152897
5,50,1,4,16,46,57424
1,136,4,2,3,36,128697
3,141,1,6,17,9,162136
4,194,21,2,13,2,207039
2,60,8,2,6,2,65315
1,78,24,7,5,18,63674
5,141,5,1,16,17,154525
1,85,2,7,11,41,84020
5,105,12,5,17,8,125901
3,130,22,1,5,34,110169
4,150,17,6,6,34,146868
3,121,7,7,10,5,120102
2,162,11,1,1,44,145957
1,138,4,9,10,29,126705
5,74,5,7,17,28,79665
5,198,6,1,3,16,214870
1,195,11,3,2,14,186383
1,142,1,5,17,2,151258
2,168,10,4,4,40,151230
3,64,20,2,2,4,60438
5,82,24,1,5,41,71992
2,123,21,4,10,31,109149
3,90,11,7,1,26,81697
2,169,24,4,1,27,141307
5,165,17,9,4,34,161701
1,108,8,8,7,31,90257
1,48,13,8,14,48,32515
3,41,20,5,14,11,30406
4,198,18,1,18,8,206094
3,49,22,9,2,12,34400
4,153,16,2,1,35,147027
2,115,2,6,16,45,110840
2,124,5,5,18,34,112445
5,88,18,8,16,13,100418
4,109,3,3,6,27,111059
5,170,22,6,10,8,177057
1,172,17,6,2,47,142703
4,129,16,3,7,21,121064
3,65,6,7,17,41,70956
1,111,19,4,3,11,102648
1,44,7,5,12,22,39312
3,54,18,9,2,21,50219
1,162,14,6,7,28,151377
4,183,6,4,17,3,197511
5,40,8,8,19,7,53025
1,183,15,9,12,14,178864
4,42,15,5,9,15,41614
2,86,15,2,14,9,89285
4,134,16,6,2,43,119672
5,52,1,8,4,7,80516
4,159,11,5,19,12,165494
3,94,5,1,16,19,108786
5,188,5,8,17,27,197499
2,105,21,9,2,18,84964
3,194,6,1,17,13,209074
4,129,2,8,19,43,128780
5,101,6,2,8,1,118119
2,141,14,4,6,38,120207
3,178,11,2,12,21,178682
2,47,4,2,18,34,44780
4,136,24,3,2,13,141588
2,156,9,8,19,45,152273
1,103,24,4,10,41,67994
3,60,3,7,3,23,71935
2,154,16,3,12,1,156188
4,124,11,3,16,23,126710
4,59,4,2,12,28,59620
2,47,1,6,8,32,47428
4,97,21,6,5,8,104553
5,85,22,1,11,26,94147
5,70,16,7,10,14,84791
5,132,19,4,3,24,134457
1,48,16,3,9,48,27937
2,54,11,8,12,29,47120
1,133,8,2,6,4,124565
4,193,23,9,19,18,191538
1,177,1,8,16,14,175708
4,68,21,8,14,27,68465
4,119,9,3,4,41,114800
3,75,12,4,18,47,67052
5,123,22,2,10,3,137873
4,148,8,2,18,30,155117
3,157,17,4,12,36,152654
5,76,10,6,19,23,77606
4,125,7,5,8,18,127947
4,110,19,1,1,46,108704
1,190,6,1,14,47,181293
1,132,21,6,6,40,101049
5,119,24,3,14,10,124713
4,141,24,3,2,12,133696
2,195,19,7,9,41,185764
1,198,18,1,12,8,192038
5,53,15,1,5,32,55514
4,156,2,3,2,17,177780
4,112,14,8,19,41,108406
2,130,21,1,7,45,112877
5,129,10,4,7,14,146648
4,68,16,9,10,37,64733
1,88,7,4,17,9,87474
2,111,8,8,14,26,100246
5,172,10,7,11,48,177008
2,81,15,3,6,24,67590
1,174,8,7,8,23,166584
5,81,13,7,19,31,87879
2,144,12,3,19,39,140392
3,66,8,2,17,44,64784
1,97,15,9,18,2,81036
1,85,12,1,12,18,86543
1,105,11,7,9,16,91579
3,64,19,4,16,29,61093
3,112,14,2,18,11,112538
4,156,18,2,16,2,172095
2,194,13,8,16,14,197074
4,168,4,7,4,4,175534
2,126,17,7,7,39,115551
3,113,19,5,1,34,106804
3,192,9,8,1,46,178968
4,164,23,2,8,39,153007
5,106,7,2,8,9,128657
4,45,1,5,10,40,42320
2,164,7,1,1,41,146253
4,97,7,6,14,7,118218
1,109,20,4,14,17,97531
2,92,7,6,10,23,79458
2,105,8,7,19,45,95600
5,97,16,3,16,11,98362
3,121,3,8,9,22,129869
2,126,13,7,16,18,123597
3,41,10,1,8,49,42835
4,189,18,6,7,28,189729
1,76,7,7,11,16,67688
5,187,21,4,6,42,188444
3,142,21,2,15,4,137746
2,63,5,9,19,36,53390
3,151,23,7,14,22,136353
2,104,24,1,15,11,85280
3,168,22,8,6,21,162819
2,156,7,3,10,40,146777
4,155,22,4,14,41,138445
2,144,17,5,16,16,140747
2,42,4,1,13,42,39977
1,85,24,6,11,9,65860
2,94,23,6,3,35,66362
1,114,16,2,8,34,102337
5,84,19,6,3,9,91755
1,193,10,8,2,13,179229
4,116,3,6,14,6,141438
1,63,3,4,15,4,68198
5,74,17,4,3,46,65008
4,63,10,9,1,28,60348
3,67,17,6,15,11,68207
3,55,22,8,2,34,35120
1,98,17,8,18,35,85428
1,183,21,7,1,5,159823
5,54,4,3,9,39,58883
5,50,21,1,3,11,57527
2,118,23,5,2,12,101019
5,154,6,2,4,43,168581
2,107,12,2,16,19,104618
4,82,22,7,1,13,82573
1,108,20,3,9,4,91535
4,180,17,8,8,14,182155
5,177,17,9,6,44,180227
4,114,10,8,18,2,116719
4,142,7,6,16,8,149968
4,80,16,5,8,22,81581
5,98,13,3,4,13,107166
4,78,3,3,3,21,95198
2,42,2,7,15,21,42642
5,46,16,5,6,28,50469
4,88,6,6,1,33,99612
5,65,6,6,18,29,74303
3,140,13,9,11,37,125841
2,118,7,1,3,22,120274
4,41,5,8,13,26,52346
3,166,24,5,17,11,166525
3,199,7,6,18,11,209802
5,171,2,6,14,45,171291
3,59,17,1,7,34,41849
2,156,13,3,7,19,142019
2,71,21,6,14,48,48629
1,67,21,9,15,37,47377
2,116,16,6,12,14,109722
3,40,20,6,12,29,31373
2,95,2,1,8,19,97525
5,74,5,9,16,37,85254
1,151,18,4,9,21,135065
3,69,7,2,2,24,68108
1,93,11,1,14,26,92737
3,75,11,3,16,41,75691
5,119,22,3,5,12,114870
1,97,17,5,5,48,62764
4,122,16,1,18,19,136579
3,104,13,7,18,47,100625
4,108,22,1,5,49,99549
1,167,5,4,11,30,167618
4,90,20,6,13,15,98686
4,61,16,1,3,3,65973
1,146,22,7,17,49,120088
5,148,22,7,18,13,150958
4,155,16,3,14,9,161470
4,140,16,4,12,13,134088
5,139,14,6,14,16,139871
4,107,6,7,18,14,123068
4,75,2,4,2,8,93854
4,185,14,9,7,19,182840
2,61,16,9,15,32,48949
5,105,23,9,10,35,108240
4,60,20,6,15,23,57531
5,139,13,2,17,21,146330
3,167,15,2,11,18,170768
3,83,12,4,2,48,75408
4,142,9,9,18,14,154419
5,86,18,3,4,16,83959
5,78,21,6,9,24,70193
5,68,14,2,17,49,73591
2,93,20,1,17,32,72350
3,129,4,5,17,11,131521
5,124,8,8,16,45,127416
5,56,8,2,8,11,66871
2,119,22,9,15,4,110467
2,198,22,8,1,26,172154
5,112,16,3,19,46,107174
1,88,24,1,15,5,68197
5,140,10,4,9,36,142281
5,41,21,8,5,33,38712
2,181,17,3,16,14,184265
2,98,1,2,13,32,104951
5,136,18,7,16,7,139721
5,138,10,4,11,10,145672
5,142,21,6,13,2,158201
2,41,4,5,6,10,38981
5,80,1,2,17,35,92309
5,162,4,2,5,21,187383
4,121,4,9,17,40,134676
1,183,4,2,1,42,170023
3,171,17,8,5,8,166304
1,179,9,8,5,46,163143
4,68,19,1,7,18,68545
3,174,13,1,16,9,181045
5,53,4,4,18,41,61646
4,51,5,2,6,30,67033
5,138,13,1,2,4,147102
2,172,23,9,13,35,141744
4,120,16,3,10,14,120152
2,145,22,1,11,14,140952
4,71,5,2,2,48,64628
4,113,8,8,8,37,106551
2,120,16,5,19,20,111229
3,108,1,7,17,29,104836
1,84,23,6,16,23,64907
5,145,6,1,10,47,145662
4,176,11,6,5,21,185543
5,139,16,7,14,31,138751
2,185,5,4,19,32,186313
5,48,16,8,4,41,50363
2,101,7,8,16,7,96911
5,68,19,7,15,13,68241
1,164,1,2,9,23,160061
1,153,9,6,3,8,153102
1,192,18,6,9,12,172996
1,182,13,7,18,36,175011
1,173,15,6,4,16,160093
1,159,3,2,19,26,154146
2,196,24,8,4,29,184138
4,118,10,4,9,29,130461
5,132,9,9,1,6,148184
1,43,13,8,1,37,27803
2,121,16,3,19,33,115280
2,114,3,3,3,31,115501
2,53,22,8,10,46,29606
4,170,23,2,12,41,154180
5,153,15,9,18,18,159633
4,101,17,4,14,38,100061
3,145,14,6,10,47,136909
2,103,7,3,10,31,96821
3,141,20,3,18,16,142365
1,145,16,3,1,40,133777
1,59,21,2,15,37,28330
4,97,8,8,8,14,101526
5,151,4,9,3,39,152481
3,96,20,8,18,4,84651
5,158,24,3,9,30,151989
4,136,15,7,16,33,137184
1,131,5,2,15,36,125886
5,91,13,4,5,30,103947
5,76,6,6,13,14,101150
1,47,5,5,7,23,31778
3,83,17,9,16,48,66752
1,137,7,4,7,28,122270
5,172,6,5,16,7,181947
3,157,2,4,13,42,151247
3,108,11,8,17,10,120054
1,198,7,8,9,4,184620
5,84,22,3,12,44,70063
4,176,21,1,13,38,167115
5,71,8,6,9,13,85552
2,72,5,2,5,21,80226
4,165,18,2,7,33,167103
3,106,22,3,1,40,87518
4,69,16,8,4,28,72310
3,153,14,3,4,23,139321
3,68,12,7,16,32,57813
4,170,17,9,5,48,165960
3,69,5,8,4,5,82866
3,176,14,1,6,26,176682
2,193,6,7,3,39,174394
5,169,15,7,8,26,172116
5,101,7,8,17,3,117383
2,42,14,5,18,24,32026
4,107,18,9,18,34,100182
1,64,1,9,12,34,65092
1,180,6,8,1,20,180212
1,83,3,6,12,30,79548
2,94,5,6,11,42,96483
2,176,12,1,13,20,181056
3,169,11,6,3,41,166138
1,80,13,4,8,18,64786
4,103,16,4,3,38,91307
4,70,18,2,17,20,69081
1,86,17,4,13,6,79553
1,169,17,5,10,42,157152
1,135,11,5,17,25,120360
2,116,20,5,3,41,99571
2,149,10,4,13,41,129790
2,108,16,1,6,3,99263
5,97,2,8,14,44,103769
4,145,17,3,10,43,146581
4,83,22,2,16,46,75435
3,113,20,9,18,19,97304
2,95,10,7,13,10,88369
5,166,13,9,10,5,168250
5,69,12,2,6,22,80467
4,110,15,9,10,9,105991
2,157,7,9,5,33,138027
3,94,22,9,6,15,87732
2,106,21,4,7,24,84150
1,180,13,3,11,30,159179
2,42,12,6,16,36,26157
1,65,12,3,12,39,50465
1,96,2,9,12,6,101755
3,165,5,3,5,15,163832
4,191,2,2,16,38,193309
2,92,23,8,6,39,68752
1,82,20,6,9,22,58958
2,88,13,8,5,3,76621
4,81,3,7,16,29,81033
4,50,11,3,18,29,49028
5,142,16,8,19,31,142398
4,137,1,1,12,45,142711
3,185,19,1,2,2,194020
1,124,11,8,10,35,115265
5,139,9,9,12,45,146719
3,143,14,6,14,9,153689
2,85,9,5,18,22,88035
1,83,7,2,19,19,81866
4,61,16,9,6,37,57955
1,153,3,6,5,10,153084
2,164,19,8,16,46,144175
5,163,4,9,14,21,179313
5,69,7,9,13,17,74042
5,47,23,8,2,3,46677
4,137,12,8,2,7,145549
3,96,18,3,12,41,78911
3,150,5,3,1,37,157944
1,112,23,2,19,36,86058
4,154,23,1,16,3,165403
5,59,22,4,7,13,58580
5,64,10,2,7,41,71607
2,58,12,2,16,30,60324
2,44,8,5,6,23,38819
5,114,19,4,18,7,129539
5,167,15,1,1,30,178812
4,111,1,9,1,29,127169
3,194,3,4,14,8,211585
2,79,18,5,6,10,66285
3,65,18,7,6,33,46560
4,66,2,2,4,20,79665
5,122,5,8,12,29,140797
3,167,1,2,18,29,172972
5,196,10,5,10,21,204039
5,72,20,2,3,1,85952
1,136,10,2,3,34,119259
3,150,5,4,8,44,138152
3,55,18,4,1,32,47504
5,62,21,8,18,45,62798
4,174,15,6,15,14,182857
1,65,20,8,17,37,36280
5,135,8,7,11,35,138125
2,51,17,4,13,24,50002
2,111,12,2,10,49,104552
1,172,21,9,13,1,148425
4,145,12,2,17,46,142141
5,156,1,1,1,6,186059
3,65,4,8,16,49,61357
1,172,8,9,16,4,175317
4,61,1,1,3,38,73216
3,52,15,7,2,1,56420
2,195,18,2,6,41,172606
2,146,1,6,11,31,136508
3,62,11,5,3,36,65365
1,136,23,1,1,9,115421
2,57,2,2,11,41,54662
5,156,1,2,13,45,165144
3,69,12,6,5,23,61895
3,65,16,1,18,31,59795
2,183,22,4,15,29,173543
1,78,22,5,18,49,58396
5,193,10,2,15,21,211041
1,169,18,2,7,3,153901
4,152,15,7,17,26,157446
4,173,17,7,8,6,167458
2,85,10,6,13,20,76380
2,89,3,1,16,47,86460
2,145,21,3,10,46,123873
4,185,16,9,14,13,189013
1,194,6,1,6,41,190510
1,111,3,2,7,23,97940
2,113,9,8,6,15,116225
5,56,11,7,17,46,60599
1,196,21,9,8,31,179884
4,109,13,4,12,4,113359
3,189,18,4,4,11,181026
3,45,22,7,10,2,39007
3,65,24,1,6,16,62875
5,179,22,9,7,31,175654
2,138,4,2,8,48,134991
4,181,22,1,3,39,173071
5,61,24,7,8,43,49675
4,90,8,6,15,44,89739
4,190,13,3,1,4,206740
2,143,10,1,13,48,125294
3,128,2,5,18,28,127756
2,180,8,4,15,16,179540
5,177,6,5,7,39,192870
5,48,16,1,15,25,48355
5,118,18,1,3,13,115778
2,91,17,5,14,5,86697
4,169,6,6,4,30,175075
4,192,13,5,4,1,209031
1,52,23,2,3,5,29289
5,90,14,9,5,14,104490
4,73,21,5,11,11,68542
1,74,10,5,8,34,68883
4,170,24,9,2,29,150508
5,159,11,3,16,18,174011
3,109,13,5,10,15,116177
5,186,12,5,18,46,184615
2,106,9,2,7,25,93745
4,142,4,4,5,30,147239
4,112,7,2,7,45,112876
2,155,24,5,6,2,143464
2,172,22,2,1,40,152705
3,106,2,9,11,27,114765
4,178,7,6,13,49,182093
4,160,9,8,12,15,171621
3,133,5,9,1,32,127281
1,168,15,8,15,20,144044
3,130,18,5,1,14,132569
5,131,4,5,3,27,137311
4,102,19,6,15,3,111321
2,68,20,1,9,49,46375
5,51,7,8,14,3,69007
4,116,8,2,8,13,129672
3,80,17,6,4,25,69648
5,169,13,9,6,18,175979
4,76,24,3,1,1,73416
1,63,21,2,18,39,42106
1,138,23,5,6,5,113025
2,189,11,9,14,2,179148
4,139,1,6,11,30,154269
1,178,2,8,17,17,184926
3,97,17,8,9,29,83198
4,68,5,7,7,42,77266
3,182,6,5,14,4,186148
3,99,24,2,17,9,94405
1,134,7,5,8,21,127983
4,81,21,7,16,43,74388
5,82,15,7,12,12,83438
1,113,19,2,12,12,108501
1,199,16,7,5,4,188424
4,103,13,6,5,28,96842
4,41,5,7,14,9,48796
3,191,3,8,6,40,189955
4,105,3,4,7,32,114455
3,70,19,1,17,13,64998
1,154,14,8,9,34,133472
2,65,16,8,13,19,61065
5,68,22,3,9,14,71188
1,117,17,3,16,5,110519
4,64,4,5,4,27,70927
5,87,13,3,2,28,96159
2,104,8,5,13,26,104549
2,106,19,8,13,10,104127
3,129,5,1,19,24,131590
5,185,2,2,12,17,211132
3,176,15,2,4,16,169916
1,77,2,4,10,17,84194
5,126,11,9,16,1,142126
1,188,13,2,19,21,170846
3,104,23,9,8,47,81770
5,188,10,7,6,49,178633
3,66,3,8,4,43,65389
5,145,5,1,7,22,169404
3,162,3,5,14,5,179959
2,83,6,9,13,36,80640
3,139,13,4,5,21,134452
2,67,10,2,9,9,72818
3,56,19,6,3,27,55041
5,166,8,2,10,48,165592
5,162,18,3,15,12,165879
5,170,3,8,17,18,185266
4,115,24,3,6,35,104838
1,85,24,2,3,15,57858
5,197,17,6,18,44,192479
2,108,8,3,5,30,108021
5,176,10,1,13,45,184948
4,124,2,3,1,33,128548
2,50,12,6,17,36,35884
4,108,23,3,3,40,99012
2,138,6,9,19,30,132328
3,130,2,7,12,26,144498
1,198,21,5,8,21,172820
1,133,23,2,8,37,103422
4,154,24,9,15,43,135867
1,70,3,5,11,31,65325
4,50,17,7,1,17,43502
4,126,7,9,16,17,141588
4,160,21,4,14,34,150249
1,169,5,9,7,24,167287
4,144,23,1,6,33,127382
1,66,1,6,4,4,65723
4,41,8,2,8,9,57489
5,142,12,8,19,2,160029
4,140,14,5,3,35,140796
2,60,16,3,4,38,45892
4,97,10,2,13,45,93005
3,172,15,8,2,15,160973
4,124,21,7,11,43,122278
2,132,24,9,16,42,101134
2,59,15,8,10,3,59373
1,100,10,4,15,31,86331
5,77,21,2,10,41,81731
4,187,7,2,2,42,190261
1,64,3,2,6,23,66385
5,169,2,6,14,12,190499
4,160,6,7,2,8,173438
3,199,21,6,10,21,190750
4,65,9,2,17,21,80819
2,106,10,4,8,32,106084
2,40,4,3,16,17,40439
3,90,3,4,14,37,89414
1,44,9,5,10,24,36511
5,52,24,7,13,8,51969
4,186,22,9,1,18,183703
2,179,17,2,10,11,169592
1,87,14,8,12,10,70544
3,192,10,3,17,26,185071
2,96,13,9,14,47,83382
3,154,12,4,5,6,156244
4,74,1,3,19,17,97496
5,115,22,6,5,23,107155
2,133,19,9,15,42,119042
2,44,19,7,13,37,29334
4,61,6,4,17,28,71968
1,142,13,3,1,16,126972
5,170,19,4,14,12,176640
2,163,13,3,4,21,150724
5,92,22,3,9,24,91150
2,198,21,9,17,28,174543
5,108,4,4,3,37,124276
3,143,24,9,13,21,121097
2,55,2,5,12,33,45534
5,155,15,7,16,2,175933
1,115,12,5,4,37,93012
3,148,7,1,18,19,149092
3,78,20,2,3,28,58226
1,128,18,5,17,15,117108
5,151,23,6,1,1,158970
4,86,13,7,19,43,75253
1,176,17,2,4,28,160290
5,167,4,9,17,35,180579
1,116,14,6,7,32,101249
1,54,20,2,2,28,33475
2,75,13,2,12,9,78293
5,102,3,3,5,24,107986
4,108,18,1,16,4,107115
2,113,14,9,8,45,95307
1,63,15,4,8,41,40423
1,88,3,5,13,3,93734
1,185,1,7,14,48,171184
5,46,24,1,11,22,56747
5,43,17,3,6,40,46348
2,129,3,3,16,39,121067
4,99,14,2,15,49,87996
2,94,3,8,16,25,93662
3,55,13,5,13,48,54812
1,68,15,1,12,22,55642
1,190,18,2,18,48,176518
1,53,14,1,18,47,43472
2,118,21,6,14,34,99737
2,72,3,9,2,20,74123
1,192,19,7,2,36,170607
2,60,8,5,3,37,46528
5,184,4,3,8,39,201281
5,62,4,8,11,27,75126
2,96,19,4,12,47,83958
1,181,11,9,4,49,160968
2,132,1,5,9,32,135089
2,59,8,6,17,42,46932
2,197,15,5,16,29,185702
3,58,1,7,17,41,60252
5,142,7,7,15,48,155828
4,116,21,1,7,32,105884
4,190,20,2,10,24,195550
3,72,20,7,4,3,74845
2,57,24,8,14,27,30807
3,112,11,4,14,9,122991
3,199,14,6,14,40,189788
1,56,22,3,14,23,37121
5,58,16,7,18,7,58503
4,109,14,3,15,17,110686
2,159,12,7,19,37,144166
4,140,17,8,13,7,136791
4,73,14,3,12,30,72746
5,123,10,2,19,13,134624
4,192,24,6,19,18,193779
4,113,14,4,2,31,106250
3,127,18,8,3,22,116609
5,124,22,2,10,14,132225
1,50,9,4,5,18,40564
2,130,17,2,12,35,111433
4,183,6,2,7,17,192870
2,166,8,2,9,19,170562
1,152,13,1,2,31,127304
2,119,18,4,10,39,107169
1,46,5,2,6,36,34961
3,55,6,9,12,15,60989
4,55,21,9,6,29,55547
1,51,19,7,3,40,24755
2,74,4,6,10,16,81360
4,60,7,3,9,33,71873
3,56,4,7,5,25,62014
4,71,11,1,3,16,74243
1,80,12,9,5,30,55488
3,173,14,4,8,34,157735
2,66,13,6,8,2,68298
3,187,10,6,14,40,173828
3,192,18,3,17,44,189540
5,105,16,4,11,43,109447
3,176,5,3,16,38,186870
3,131,8,6,6,18,125169
4,100,14,1,11,5,105486
2,42,5,8,10,47,29141
4,142,24,8,9,40,137971
4,94,8,9,15,6,102435
1,40,6,6,7,12,39173
4,140,16,1,18,12,149367
5,84,4,3,1,12,104701
5,65,12,1,15,9,79540
1,160,11,5,2,42,145873
2,181,3,3,2,22,188064
2,85,12,2,10,49,66105
4,161,5,3,15,16,165853
4,70,6,9,10,4,91180
4,98,19,8,19,3,111397
2,68,18,3,13,16,56196
3,145,16,2,11,14,136783
5,56,23,5,2,41,41243
3,181,11,1,13,38,179936
3,63,5,4,1,4,78553
2,148,9,8,5,2,156846
3,130,3,1,7,10,137536
1,64,8,5,13,11,65436
4,71,6,4,13,39,71826
1,155,4,6,6,26,141222
5,121,12,7,12,37,122592
4,149,12,9,8,26,156974
3,185,21,1,9,4,183468
5,76,16,4,18,26,87103
4,65,10,6,11,38,67062
3,176,22,7,11,28,166907
1,103,14,7,15,2,92364
4,111,13,8,9,2,111356
3,187,9,8,3,16,183904
1,145,7,8,17,23,127265
5,125,12,8,17,23,138793
5,197,5,8,3,13,216566
5,92,18,6,19,21,87756
5,131,4,9,9,39,136752
2,138,2,3,17,25,145896
4,50,3,6,18,37,62547
4,70,12,5,15,49,76054
2,139,3,8,1,13,145828
3,126,4,4,10,15,135346
3,186,6,4,8,28,183826
5,179,12,5,10,3,184761
1,54,19,6,2,23,25256
3,198,10,4,19,4,203873
1,140,1,2,14,47,139520
4,68,17,2,8,3,78955
1,153,16,3,19,39,142630
4,146,9,2,1,8,164149
2,193,21,1,16,43,184003
2,147,9,8,15,25,149477
5,169,23,5,5,41,164836
3,123,9,1,3,12,126665
5,54,12,9,17,5,62805
4,171,23,8,10,33,164544
5,89,9,4,5,46,82645
1,62,15,8,11,25,36078
4,98,2,7,6,25,115639
2,129,11,7,4,35,114109
3,154,11,1,7,15,166568
4,114,8,6,19,42,117725
4,195,23,4,7,26,195724
1,162,6,2,14,10,165911
3,175,21,7,17,24,172945
2,196,20,9,17,35,181563
4,178,7,5,13,29,174187
4,57,3,8,1,38,68807
1,89,8,5,2,5,84111
5,181,18,7,18,24,187183
2,157,17,7,4,19,149310
3,176,11,9,13,46,171709
4,178,2,3,1,49,173171
4,147,21,1,4,44,131469
2,106,24,2,2,9,93555
5,117,19,6,4,26,110819
4,195,7,9,16,25,196456
2,114,18,3,4,35,103050
1,78,8,2,9,36,72527
5,64,14,1,17,14,79215
3,60,7,2,2,6,73418
4,177,21,3,3,32,173382
2,54,4,7,15,26,57760
1,87,17,2,7,15,76131
3,125,5,5,4,49,121764
2,188,12,2,12,31,178118
2,155,9,7,1,37,136780
3,89,20,8,17,38,81163
1,190,13,8,4,37,179860
1,180,18,8,4,19,166425
5,108,20,9,9,14,108467
4,43,9,1,10,36,55037
3,117,4,1,19,37,115687
3,48,21,2,19,11,49174
3,160,8,6,15,27,163701
1,154,1,1,17,2,152086
4,140,17,5,7,22,136756
5,188,9,5,3,2,206890
2,185,20,4,5,20,167422
2,136,13,5,16,44,114052
3,120,2,1,7,48,115265
4,82,13,6,16,17,95955
1,134,9,7,9,4,131421
4,45,20,8,1,14,41906
4,106,6,2,3,7,111678
1,179,1,7,8,15,180550
3,139,5,6,18,30,141601
4,51,3,9,18,16,63898
2,105,4,8,19,40,101943
1,41,1,4,7,2,45951
5,182,14,9,6,19,191491
3,190,9,1,11,1,200720
1,196,24,6,5,31,179854
5,120,4,8,12,4,133908
5,174,18,4,1,27,176026
4,195,14,2,19,25,191059
4,181,4,2,11,22,187582
4,197,10,1,15,43,189405
1,199,3,5,16,10,192400
1,109,23,6,3,33,74875
3,154,7,4,11,49,150822
4,127,10,4,11,48,123591
5,45,13,5,10,44,38515
2,66,4,5,2,30,63263
3,121,18,9,5,30,114140
1,127,11,8,8,16,111626
3,159,4,9,13,9,166938
3,63,24,3,15,17,62210
3,141,14,3,2,35,130084
3,73,18,1,12,47,70595
2,86,8,6,8,15,91694
4,63,10,4,19,48,63854
5,104,5,8,1,28,114774
3,57,23,2,8,20,47066
3,83,7,2,10,33,89932
3,115,12,7,13,33,117370
4,96,3,5,5,36,109586
1,146,4,1,9,13,150215
1,195,10,7,10,4,183672
2,163,4,7,14,23,156042
1,190,15,6,11,8,177797
3,178,10,4,14,13,183584
3,155,21,8,3,24,150669
3,132,22,2,16,40,118424
